,TH5-Temperature,TH5-Humidity,TH6-Temperature,TH6-Humidity,TH3-Temperature,TH3-Humidity,TH2-Temperature,TH2-Humidity,TT9-Black Probe Temperature,TT9-White Probe Temperature,TT2-Black Probe Temperature,TT2-White Probe Temperature,TT14-Black Probe Temperature,TT14-White Probe Temperature,TT6-Black Probe Temperature,TT6-White Probe Temperature,TT4-Black Probe Temperature,TT4-White Probe Temperature,TT13-Black Probe Temperature,TT13-White Probe Temperature,TH8-Temperature,TH8-Humidity
2025-03-07 06:23:28,,,,,,,-9.288,92.2,,,,,,,,,,,,,,
2025-03-07 06:23:51,,,,,-8.423,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:23:55,,,,,,,,,,,,,,,,,,,,,-8.265,96.1
2025-03-07 06:24:22,-9.245,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:24:23,,,-9.893,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:24:28,,,,,,,-9.26,92.2,,,,,,,,,,,,,,
2025-03-07 06:24:51,,,,,-8.429,94.7,,,,,,,,,,,,,,,,
2025-03-07 06:24:55,,,,,,,,,,,,,,,,,,,,,-8.224,96.1
2025-03-07 06:25:22,-9.217,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:25:23,,,-9.912,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:25:28,,,,,,,-9.235,91.9,,,,,,,,,,,,,,
2025-03-07 06:25:51,,,,,-8.431,94.7,,,,,,,,,,,,,,,,
2025-03-07 06:25:55,,,,,,,,,,,,,,,,,,,,,-8.261,96.1
2025-03-07 06:26:22,-9.266,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:26:23,,,-9.849,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:26:28,,,,,,,-9.215,91.9,,,,,,,,,,,,,,
2025-03-07 06:26:51,,,,,-8.399,94.7,,,,,,,,,,,,,,,,
2025-03-07 06:26:55,,,,,,,,,,,,,,,,,,,,,-8.337,96.1
2025-03-07 06:27:22,-9.274,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:27:23,,,-9.745,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:27:28,,,,,,,-9.19,92.2,,,,,,,,,,,,,,
2025-03-07 06:27:51,,,,,-8.337,94.7,,,,,,,,,,,,,,,,
2025-03-07 06:27:55,,,,,,,,,,,,,,,,,,,,,-8.375,95.7
2025-03-07 06:28:22,-9.342,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:28:23,,,-9.644,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:28:28,,,,,,,-9.184,92.2,,,,,,,,,,,,,,
2025-03-07 06:28:51,,,,,-8.265,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:28:55,,,,,,,,,,,,,,,,,,,,,-8.474,95.7
2025-03-07 06:29:22,-9.364,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:29:23,,,-9.733,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:29:28,,,,,,,-9.172,91.9,,,,,,,,,,,,,,
2025-03-07 06:29:51,,,,,-8.323,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:29:55,,,,,,,,,,,,,,,,,,,,,-8.556,95.7
2025-03-07 06:30:00,,,,,,,,,-8.972,-9.609,-6.24,-8.049,-6.21,-6.427,-6.618,-6.792,-8.387,-8.66,-7.099,-8.455,,
2025-03-07 06:30:22,-9.354,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:30:23,,,-9.607,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:30:28,,,,,,,-9.172,91.9,,,,,,,,,,,,,,
2025-03-07 06:30:51,,,,,-8.321,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:30:55,,,,,,,,,,,,,,,,,,,,,-8.431,95.7
2025-03-07 06:31:22,-9.395,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:31:23,,,-9.621,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:31:28,,,,,,,-9.174,91.9,,,,,,,,,,,,,,
2025-03-07 06:31:51,,,,,-8.317,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:31:55,,,,,,,,,,,,,,,,,,,,,-8.439,95.7
2025-03-07 06:32:22,-9.489,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:32:23,,,-9.683,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:32:28,,,,,,,-9.217,91.9,,,,,,,,,,,,,,
2025-03-07 06:32:51,,,,,-8.399,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:32:55,,,,,,,,,,,,,,,,,,,,,-8.437,95.7
2025-03-07 06:33:22,-9.615,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:33:23,,,-9.679,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:33:28,,,,,,,-9.305,91.6,,,,,,,,,,,,,,
2025-03-07 06:33:51,,,,,-8.357,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:33:55,,,,,,,,,,,,,,,,,,,,,-8.431,95.7
2025-03-07 06:34:22,-9.603,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:34:23,,,-9.997,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:34:28,,,,,,,-9.342,91.3,,,,,,,,,,,,,,
2025-03-07 06:34:51,,,,,-8.341,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:34:55,,,,,,,,,,,,,,,,,,,,,-8.457,96.1
2025-03-07 06:35:22,-9.574,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:35:23,,,-9.96,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:35:28,,,,,,,-9.393,91.3,,,,,,,,,,,,,,
2025-03-07 06:35:51,,,,,-8.333,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:35:55,,,,,,,,,,,,,,,,,,,,,-8.457,96.1
2025-03-07 06:36:22,-9.57,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:36:23,,,-9.853,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:36:28,,,,,,,-9.411,90.7,,,,,,,,,,,,,,
2025-03-07 06:36:51,,,,,-8.371,94.7,,,,,,,,,,,,,,,,
2025-03-07 06:36:55,,,,,,,,,,,,,,,,,,,,,-8.443,96.1
2025-03-07 06:37:22,-9.545,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:37:23,,,-9.914,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:37:28,,,,,,,-9.407,90.7,,,,,,,,,,,,,,
2025-03-07 06:37:51,,,,,-8.355,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:37:55,,,,,,,,,,,,,,,,,,,,,-8.409,95.7
2025-03-07 06:38:22,-9.434,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:38:23,,,-9.822,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:38:28,,,,,,,-9.397,90.7,,,,,,,,,,,,,,
2025-03-07 06:38:51,,,,,-8.437,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:38:55,,,,,,,,,,,,,,,,,,,,,-8.387,96.1
2025-03-07 06:39:22,-9.364,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:39:23,,,-9.818,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:39:28,,,,,,,-9.385,90.7,,,,,,,,,,,,,,
2025-03-07 06:39:51,,,,,-8.58,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:39:55,,,,,,,,,,,,,,,,,,,,,-8.419,95.7
2025-03-07 06:40:00,,,,,,,,,-8.968,-9.603,-6.242,-8.047,-6.21,-6.427,-6.618,-6.792,-8.383,-8.656,-7.099,-8.455,,
2025-03-07 06:40:22,-9.309,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:40:23,,,-9.847,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:40:28,,,,,,,-9.348,90.4,,,,,,,,,,,,,,
2025-03-07 06:40:51,,,,,-8.568,94.7,,,,,,,,,,,,,,,,
2025-03-07 06:40:55,,,,,,,,,,,,,,,,,,,,,-8.395,95.7
2025-03-07 06:41:22,-9.245,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:41:23,,,-9.698,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:41:28,,,,,,,-9.286,90.7,,,,,,,,,,,,,,
2025-03-07 06:41:51,,,,,-8.614,94.4,,,,,,,,,,,,,,,,
2025-03-07 06:41:55,,,,,,,,,,,,,,,,,,,,,-8.417,95.7
2025-03-07 06:42:22,-9.247,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:42:23,,,-9.673,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:42:28,,,,,,,-9.233,90.7,,,,,,,,,,,,,,
2025-03-07 06:42:51,,,,,-8.588,94.4,,,,,,,,,,,,,,,,
2025-03-07 06:42:55,,,,,,,,,,,,,,,,,,,,,-8.465,96.1
2025-03-07 06:43:22,-9.247,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:43:23,,,-9.623,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:43:28,,,,,,,-9.182,90.7,,,,,,,,,,,,,,
2025-03-07 06:43:51,,,,,-8.514,94.4,,,,,,,,,,,,,,,,
2025-03-07 06:43:55,,,,,,,,,,,,,,,,,,,,,-8.375,96.1
2025-03-07 06:44:22,-9.202,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:44:23,,,-9.601,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:44:28,,,,,,,-9.135,90.4,,,,,,,,,,,,,,
2025-03-07 06:44:51,,,,,-8.469,94.4,,,,,,,,,,,,,,,,
2025-03-07 06:44:55,,,,,,,,,,,,,,,,,,,,,-8.375,96.1
2025-03-07 06:45:22,-9.198,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:45:23,,,-9.619,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:45:28,,,,,,,-9.086,90.7,,,,,,,,,,,,,,
2025-03-07 06:45:51,,,,,-8.397,94.4,,,,,,,,,,,,,,,,
2025-03-07 06:45:55,,,,,,,,,,,,,,,,,,,,,-8.415,96.1
2025-03-07 06:46:22,-9.137,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:46:23,,,-9.609,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:46:28,,,,,,,-9.019,91.0,,,,,,,,,,,,,,
2025-03-07 06:46:51,,,,,-8.417,94.4,,,,,,,,,,,,,,,,
2025-03-07 06:46:55,,,,,,,,,,,,,,,,,,,,,-8.279,95.7
2025-03-07 06:47:22,-9.1,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:47:23,,,-9.607,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:47:28,,,,,,,-8.992,91.0,,,,,,,,,,,,,,
2025-03-07 06:47:51,,,,,-8.471,94.0,,,,,,,,,,,,,,,,
2025-03-07 06:47:55,,,,,,,,,,,,,,,,,,,,,-8.295,95.7
2025-03-07 06:48:22,-9.129,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:48:23,,,-9.628,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:48:28,,,,,,,-8.994,91.0,,,,,,,,,,,,,,
2025-03-07 06:48:51,,,,,-8.56,94.0,,,,,,,,,,,,,,,,
2025-03-07 06:48:55,,,,,,,,,,,,,,,,,,,,,-8.251,95.7
2025-03-07 06:49:22,-9.082,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:49:23,,,-9.588,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:49:28,,,,,,,-9.123,90.7,,,,,,,,,,,,,,
2025-03-07 06:49:51,,,,,-8.52,94.4,,,,,,,,,,,,,,,,
2025-03-07 06:49:55,,,,,,,,,,,,,,,,,,,,,-8.186,95.7
2025-03-07 06:50:00,,,,,,,,,-8.966,-9.595,-6.242,-8.046,-6.211,-6.429,-6.618,-6.792,-8.381,-8.652,-7.101,-8.455,,
2025-03-07 06:50:22,-9.029,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:50:23,,,-9.58,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:50:28,,,,,,,-9.157,90.7,,,,,,,,,,,,,,
2025-03-07 06:50:51,,,,,-8.476,94.7,,,,,,,,,,,,,,,,
2025-03-07 06:50:55,,,,,,,,,,,,,,,,,,,,,-8.156,96.1
2025-03-07 06:51:22,-9.17,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:51:23,,,-9.568,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:51:28,,,,,,,-9.147,90.7,,,,,,,,,,,,,,
2025-03-07 06:51:51,,,,,-8.465,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:51:55,,,,,,,,,,,,,,,,,,,,,-8.329,95.7
2025-03-07 06:52:22,-9.243,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:52:23,,,-9.549,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:52:28,,,,,,,-9.168,90.7,,,,,,,,,,,,,,
2025-03-07 06:52:51,,,,,-8.415,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:52:55,,,,,,,,,,,,,,,,,,,,,-8.357,95.7
2025-03-07 06:53:22,-9.284,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:53:23,,,-9.535,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:53:28,,,,,,,-9.188,90.7,,,,,,,,,,,,,,
2025-03-07 06:53:51,,,,,-8.321,95.4,,,,,,,,,,,,,,,,
2025-03-07 06:53:55,,,,,,,,,,,,,,,,,,,,,-8.343,95.7
2025-03-07 06:54:22,-9.352,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:54:23,,,-9.514,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:54:28,,,,,,,-9.186,90.7,,,,,,,,,,,,,,
2025-03-07 06:54:51,,,,,-8.301,95.1,,,,,,,,,,,,,,,,
2025-03-07 06:54:55,,,,,,,,,,,,,,,,,,,,,-8.283,95.7
2025-03-07 06:55:22,-9.368,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:55:23,,,-9.553,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:55:28,,,,,,,-9.176,90.7,,,,,,,,,,,,,,
2025-03-07 06:55:51,,,,,-8.297,95.4,,,,,,,,,,,,,,,,
2025-03-07 06:55:55,,,,,,,,,,,,,,,,,,,,,-8.289,95.7
2025-03-07 06:56:22,-9.395,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:56:23,,,-9.524,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:56:28,,,,,,,-9.151,90.7,,,,,,,,,,,,,,
2025-03-07 06:56:51,,,,,-8.486,94.7,,,,,,,,,,,,,,,,
2025-03-07 06:56:55,,,,,,,,,,,,,,,,,,,,,-8.182,95.7
2025-03-07 06:57:22,-9.417,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:57:23,,,-9.529,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:57:28,,,,,,,-9.117,90.7,,,,,,,,,,,,,,
2025-03-07 06:57:51,,,,,-8.514,94.4,,,,,,,,,,,,,,,,
2025-03-07 06:57:55,,,,,,,,,,,,,,,,,,,,,-8.231,95.7
2025-03-07 06:58:22,-9.401,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:58:23,,,-9.526,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:58:28,,,,,,,-9.078,90.4,,,,,,,,,,,,,,
2025-03-07 06:58:51,,,,,-8.522,93.7,,,,,,,,,,,,,,,,
2025-03-07 06:58:55,,,,,,,,,,,,,,,,,,,,,-8.15,95.7
2025-03-07 06:59:22,-9.403,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 06:59:23,,,-9.586,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 06:59:28,,,,,,,-9.025,90.7,,,,,,,,,,,,,,
2025-03-07 06:59:51,,,,,-8.504,93.7,,,,,,,,,,,,,,,,
2025-03-07 06:59:55,,,,,,,,,,,,,,,,,,,,,-8.186,95.7
2025-03-07 07:00:00,,,,,,,,,-8.964,-9.584,-6.244,-8.046,-6.211,-6.429,-6.616,-6.792,-8.378,-8.646,-7.101,-8.455,,
2025-03-07 07:00:22,-9.413,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:00:23,,,-9.553,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:00:28,,,,,,,-8.99,90.7,,,,,,,,,,,,,,
2025-03-07 07:00:51,,,,,-8.415,94.0,,,,,,,,,,,,,,,,
2025-03-07 07:00:55,,,,,,,,,,,,,,,,,,,,,-8.112,96.1
2025-03-07 07:01:22,-9.401,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:01:23,,,-9.611,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:01:28,,,,,,,-8.986,90.7,,,,,,,,,,,,,,
2025-03-07 07:01:51,,,,,-8.251,94.4,,,,,,,,,,,,,,,,
2025-03-07 07:01:55,,,,,,,,,,,,,,,,,,,,,-7.985,96.1
2025-03-07 07:02:22,-9.467,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:02:23,,,-9.623,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:02:28,,,,,,,-8.968,90.7,,,,,,,,,,,,,,
2025-03-07 07:02:51,,,,,-8.194,94.7,,,,,,,,,,,,,,,,
2025-03-07 07:02:55,,,,,,,,,,,,,,,,,,,,,-7.955,96.1
2025-03-07 07:03:22,-9.459,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:03:23,,,-9.609,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:03:28,,,,,,,-8.95,90.4,,,,,,,,,,,,,,
2025-03-07 07:03:51,,,,,-8.433,94.7,,,,,,,,,,,,,,,,
2025-03-07 07:03:55,,,,,,,,,,,,,,,,,,,,,-7.979,96.1
2025-03-07 07:04:22,-9.475,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:04:23,,,-9.568,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:04:28,,,,,,,-8.946,90.7,,,,,,,,,,,,,,
2025-03-07 07:04:51,,,,,-8.265,94.0,,,,,,,,,,,,,,,,
2025-03-07 07:04:55,,,,,,,,,,,,,,,,,,,,,-8.033,96.1
2025-03-07 07:05:22,-9.428,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:05:23,,,-9.537,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:05:28,,,,,,,-8.944,90.4,,,,,,,,,,,,,,
2025-03-07 07:05:51,,,,,-8.275,93.4,,,,,,,,,,,,,,,,
2025-03-07 07:05:55,,,,,,,,,,,,,,,,,,,,,-8.188,95.7
2025-03-07 07:06:22,-9.325,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:06:23,,,-9.541,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:06:28,,,,,,,-8.942,90.4,,,,,,,,,,,,,,
2025-03-07 07:06:51,,,,,-8.343,93.0,,,,,,,,,,,,,,,,
2025-03-07 07:06:55,,,,,,,,,,,,,,,,,,,,,-8.074,96.1
2025-03-07 07:07:22,-9.2,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:07:23,,,-9.549,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:07:28,,,,,,,-8.923,90.4,,,,,,,,,,,,,,
2025-03-07 07:07:51,,,,,-8.327,92.7,,,,,,,,,,,,,,,,
2025-03-07 07:07:55,,,,,,,,,,,,,,,,,,,,,-8.06,95.7
2025-03-07 07:08:22,-9.251,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:08:23,,,-9.504,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:08:28,,,,,,,-8.895,90.4,,,,,,,,,,,,,,
2025-03-07 07:08:51,,,,,-8.289,92.4,,,,,,,,,,,,,,,,
2025-03-07 07:08:55,,,,,,,,,,,,,,,,,,,,,-7.807,95.4
2025-03-07 07:09:22,-9.213,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:09:23,,,-9.446,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:09:28,,,,,,,-8.869,90.4,,,,,,,,,,,,,,
2025-03-07 07:09:51,,,,,-8.245,92.7,,,,,,,,,,,,,,,,
2025-03-07 07:09:55,,,,,,,,,,,,,,,,,,,,,-7.653,95.4
2025-03-07 07:10:00,,,,,,,,,-8.962,-9.576,-6.244,-8.044,-6.21,-6.431,-6.616,-6.794,-8.374,-8.641,-7.104,-8.453,,
2025-03-07 07:10:22,-9.125,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:10:23,,,-9.487,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:10:28,,,,,,,-8.863,90.4,,,,,,,,,,,,,,
2025-03-07 07:10:51,,,,,-8.365,92.7,,,,,,,,,,,,,,,,
2025-03-07 07:10:55,,,,,,,,,,,,,,,,,,,,,-7.87,95.4
2025-03-07 07:11:22,-9.009,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:11:23,,,-9.45,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:11:28,,,,,,,-8.879,90.4,,,,,,,,,,,,,,
2025-03-07 07:11:51,,,,,-8.419,92.7,,,,,,,,,,,,,,,,
2025-03-07 07:11:55,,,,,,,,,,,,,,,,,,,,,-8.13,95.4
2025-03-07 07:12:22,-8.848,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:12:23,,,-9.438,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:12:28,,,,,,,-8.818,90.1,,,,,,,,,,,,,,
2025-03-07 07:12:51,,,,,-8.516,93.4,,,,,,,,,,,,,,,,
2025-03-07 07:12:55,,,,,,,,,,,,,,,,,,,,,-8.134,95.1
2025-03-07 07:13:22,-8.907,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:13:23,,,-9.498,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:13:28,,,,,,,-8.808,90.1,,,,,,,,,,,,,,
2025-03-07 07:13:51,,,,,-8.548,93.7,,,,,,,,,,,,,,,,
2025-03-07 07:13:55,,,,,,,,,,,,,,,,,,,,,-8.403,95.4
2025-03-07 07:14:22,-8.828,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:14:23,,,-9.473,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:14:28,,,,,,,-8.794,90.1,,,,,,,,,,,,,,
2025-03-07 07:14:51,,,,,-8.55,94.4,,,,,,,,,,,,,,,,
2025-03-07 07:14:55,,,,,,,,,,,,,,,,,,,,,-8.455,95.4
2025-03-07 07:15:22,-8.713,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:15:23,,,-9.51,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:15:28,,,,,,,-8.769,90.1,,,,,,,,,,,,,,
2025-03-07 07:15:51,,,,,-8.562,94.4,,,,,,,,,,,,,,,,
2025-03-07 07:15:55,,,,,,,,,,,,,,,,,,,,,-8.233,95.4
2025-03-07 07:16:22,-8.82,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:16:23,,,-9.481,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:16:28,,,,,,,-8.757,90.1,,,,,,,,,,,,,,
2025-03-07 07:16:51,,,,,-8.504,94.4,,,,,,,,,,,,,,,,
2025-03-07 07:16:55,,,,,,,,,,,,,,,,,,,,,-8.325,95.4
2025-03-07 07:17:22,-8.865,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:17:23,,,-9.405,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:17:28,,,,,,,-8.79,90.1,,,,,,,,,,,,,,
2025-03-07 07:17:51,,,,,-8.518,94.0,,,,,,,,,,,,,,,,
2025-03-07 07:17:55,,,,,,,,,,,,,,,,,,,,,-8.331,95.4
2025-03-07 07:18:22,-8.881,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:18:23,,,-9.508,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:18:28,,,,,,,-8.923,89.8,,,,,,,,,,,,,,
2025-03-07 07:18:51,,,,,-8.5,94.0,,,,,,,,,,,,,,,,
2025-03-07 07:18:55,,,,,,,,,,,,,,,,,,,,,-8.484,95.7
2025-03-07 07:19:22,-8.889,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:19:23,,,-9.43,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:19:28,,,,,,,-9.043,89.8,,,,,,,,,,,,,,
2025-03-07 07:19:51,,,,,-8.476,94.0,,,,,,,,,,,,,,,,
2025-03-07 07:19:55,,,,,,,,,,,,,,,,,,,,,-8.53,95.7
2025-03-07 07:20:00,,,,,,,,,-8.96,-9.566,-6.244,-8.042,-6.211,-6.431,-6.615,-6.794,-8.37,-8.635,-7.102,-8.453,,
2025-03-07 07:20:22,-8.893,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:20:23,,,-9.452,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:20:28,,,,,,,-9.121,89.5,,,,,,,,,,,,,,
2025-03-07 07:20:51,,,,,-8.598,94.4,,,,,,,,,,,,,,,,
2025-03-07 07:20:55,,,,,,,,,,,,,,,,,,,,,-8.58,96.1
2025-03-07 07:21:22,-8.64,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:21:23,,,-9.459,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:21:28,,,,,,,-9.082,89.5,,,,,,,,,,,,,,
2025-03-07 07:21:51,,,,,-8.606,94.4,,,,,,,,,,,,,,,,
2025-03-07 07:21:55,,,,,,,,,,,,,,,,,,,,,-8.61,96.1
2025-03-07 07:22:22,-8.929,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:22:23,,,-9.572,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:22:28,,,,,,,-9.045,89.2,,,,,,,,,,,,,,
2025-03-07 07:22:51,,,,,-8.514,94.4,,,,,,,,,,,,,,,,
2025-03-07 07:22:55,,,,,,,,,,,,,,,,,,,,,-8.709,96.1
2025-03-07 07:23:22,-8.948,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:23:23,,,-9.442,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:23:28,,,,,,,-8.976,89.2,,,,,,,,,,,,,,
2025-03-07 07:23:51,,,,,-8.51,94.4,,,,,,,,,,,,,,,,
2025-03-07 07:23:55,,,,,,,,,,,,,,,,,,,,,-8.735,96.4
2025-03-07 07:24:22,-8.856,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:24:23,,,-9.473,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:24:28,,,,,,,-8.962,89.2,,,,,,,,,,,,,,
2025-03-07 07:24:51,,,,,-8.437,94.4,,,,,,,,,,,,,,,,
2025-03-07 07:24:55,,,,,,,,,,,,,,,,,,,,,-8.824,96.4
2025-03-07 07:25:22,-8.826,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:25:23,,,-9.344,100.0,,,,,,,,,,,,,,,,,,
2025-03-07 07:25:28,,,,,,,-8.927,89.2,,,,,,,,,,,,,,
2025-03-07 07:25:51,,,,,-8.387,94.4,,,,,,,,,,,,,,,,
2025-03-07 07:25:55,,,,,,,,,,,,,,,,,,,,,-8.883,96.1
2025-03-07 07:26:22,-8.8,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-07 07:26:23,,,-9.444,100.0,,,,,,,,,,,,,,,,,,
